"TIPO_EVENTO","DEPARTAMENTO","CODIGO_DANE_DEPARTAMENTO","MUNICIPIO","CODIGO_DANE_MUNICIPIO","AÑO","MES","EVENTO","TIPO_LUGAR","TIPO_AREA","LATITUD_CABECERA","LONGITUD_CABECERA","SITIO","UBICACION"
"Desminado militar en operaciones","ARAUCA","81","ARAUQUITA","81,065","2,009","4","Incidente","Sin informacion","Rural","6.821389","-71.373056","Santa Isabel","POINT (-71.373056 6.821389)"
"Desminado militar en operaciones","NARIÑO","52","BARBACOAS","52,079","2,009","3","Incidente","Sin informacion","Rural","1.510833","-78.081111","El Corcuel","POINT (-78.081111 1.510833)"
"Desminado militar en operaciones","META","50","MESETAS","50,330","2,009","2","Incidente","Sin informacion","Rural","3.253333","-74.01","La Vereda La Argentina","POINT (-74.01 3.253333)"
"Desminado militar en operaciones","ARAUCA","81","ARAUQUITA","81,065","2,009","10","Incidente","Sin informacion","Rural","6.990833","-71.465556","El Guamalito","POINT (-71.465556 6.990833)"
"Desminado militar en operaciones","TOLIMA","73","PLANADAS","73,555","2,009","1","Incidente","Sin informacion","Rural","3.0175","-75.8425","La Gaitana","POINT (-75.8425 3.0175)"
"Desminado militar en operaciones","ANTIOQUIA","5","SAN FRANCISCO","5,652","2,009","1","Incidente","Sin informacion","Rural","5.976667","-75.068333","El Aguacate","POINT (-75.068333 5.976667)"
"Desminado militar en operaciones","ARAUCA","81","TAME","81,794","2,009","9","Incidente","Sin informacion","Rural","6.490278","-71.463889","El Garrotazo","POINT (-71.463889 6.490278)"
"Desminado militar en operaciones","ANTIOQUIA","5","APARTADÓ","5,045","2,009","9","Incidente","Sin informacion","Rural","7.916667","-76.497778","El Diez","POINT (-76.497778 7.916667)"
"Desminado militar en operaciones","ARAUCA","81","ARAUQUITA","81,065","2,009","9","Incidente","Sin informacion","Rural","6.608333","-71.152778","La Galaxia","POINT (-71.152778 6.608333)"
"Desminado militar en operaciones","PUTUMAYO","86","VALLE DEL GUAMUEZ","86,865","2,009","9","Incidente","Sin informacion","Rural","0.443889","-76.885833","La Primavera","POINT (-76.885833 0.443889)"
"Desminado militar en operaciones","ANTIOQUIA","5","ABEJORRAL","5,002","2,009","9","Incidente","Sin informacion","Rural","5.826111","-75.381389","El Abejorral","POINT (-75.381389 5.826111)"
"Desminado militar en operaciones","META","50","MESETAS","50,330","2,009","9","Incidente","Sin informacion","Rural","2.987222","-74.128333","La Frontera","POINT (-74.128333 2.987222)"
"Desminado militar en operaciones","META","50","MAPIRIPÁN","50,325","2,009","9","Incidente","Sin informacion","Rural","3.193056","-71.834722","El Siare","POINT (-71.834722 3.193056)"
"Desminado militar en operaciones","TOLIMA","73","RIOBLANCO","73,616","2,009","9","Incidente","Sin informacion","Rural","3.517222","-75.764722","El San Mateo","POINT (-75.764722 3.517222)"
"Desminado militar en operaciones","ARAUCA","81","ARAUQUITA","81,065","2,009","8","Incidente","Sin informacion","Rural","6.807778","-71.376667","La Santa Isabel","POINT (-71.376667 6.807778)"
"Desminado militar en operaciones","BOYACA","15","PISBA","15,550","2,009","6","Incidente","Sin informacion","Rural","5.694444","-72.49","El Mormu","POINT (-72.49 5.694444)"
"Desminado militar en operaciones","TOLIMA","73","PLANADAS","73,555","2,011","6","Incidente","Sin informacion","Rural","2.983611","-75.865556","Vereda Lejanias","POINT (-75.865556 2.983611)"
"Desminado militar en operaciones","TOLIMA","73","PLANADAS","73,555","2,011","6","Incidente","Sin informacion","Rural","2.995278","-75.848611","Vereda Lejanias","POINT (-75.848611 2.995278)"
"Desminado militar en operaciones","CAQUETA","18","PUERTO RICO","18,592","2,011","6","Incidente","Sin informacion","Rural","1.923889","-75.131944","Verda La Soledad","POINT (-75.131944 1.923889)"
"Desminado militar en operaciones","ANTIOQUIA","5","YOLOMBÓ","5,890","2,004","11","Incidente","Sin informacion","Rural","6.660833","-75.036111","Sin información","POINT (-75.036111 6.660833)"
"Desminado militar en operaciones","CAQUETA","18","MONTAÑITA","18,410","2,011","6","Incidente","Sin informacion","Rural","1.208333","-75.103333","Vereda San Isidro","POINT (-75.103333 1.208333)"
"Desminado militar en operaciones","CAQUETA","18","MONTAÑITA","18,410","2,011","6","Incidente","Sin informacion","Rural","1.294167","-75.15","La Argentina","POINT (-75.15 1.294167)"
"Desminado militar en operaciones","META","50","PUERTO RICO","50,590","2,011","6","Incidente","Sin informacion","Rural","2.759722","-73.371944","Vereda Santa Lucia","POINT (-73.371944 2.759722)"
"Desminado militar en operaciones","NARIÑO","52","EL CHARCO","52,250","2,011","6","Incidente","Sin informacion","Rural","2.316389","-78.135278","Vereda Quebraditas","POINT (-78.135278 2.316389)"
"Desminado militar en operaciones","PUTUMAYO","86","ORITO","86,320","2,011","5","Incidente","Sin informacion","Rural","0.753889","-76.719167","San Juan De Vives","POINT (-76.719167 0.753889)"
"Desminado militar en operaciones","ANTIOQUIA","5","FRONTINO","5,284","2,011","5","Incidente","Sin informacion","Rural","6.743889","-76.370556","Vereda Blanquita Corregimiento Murri","POINT (-76.370556 6.743889)"
"Desminado militar en operaciones","ANTIOQUIA","5","TARAZÁ","5,790","2,011","5","Incidente","Sin informacion","Rural","7.566944","-75.578889","Vereda La Envidia","POINT (-75.578889 7.566944)"
"Desminado militar en operaciones","ANTIOQUIA","5","ANORÍ","5,040","2,011","5","Incidente","Sin informacion","Rural","7.060833","-75.15","Via Anori Base El Limon","POINT (-75.15 7.060833)"
"Desminado militar en operaciones","CORDOBA","23","TIERRALTA","23,807","2,011","5","Incidente","Sin informacion","Rural","7.829167","-76.054167","Vereda Santa Isabel Del Manso","POINT (-76.054167 7.829167)"
"Desminado militar en operaciones","ANTIOQUIA","5","ITUANGO","5,361","2,011","5","Incidente","Sin informacion","Rural","7.261389","-75.527778","El Aro","POINT (-75.527778 7.261389)"
"Desminado militar en operaciones","ANTIOQUIA","5","GUADALUPE","5,315","2,011","5","Incidente","Sin informacion","Rural","6.815278","-75.2425","Guadalupe","POINT (-75.2425 6.815278)"
"Desminado militar en operaciones","ANTIOQUIA","5","ANORÍ","5,040","2,011","5","Incidente","Sin informacion","Rural","6.960556","-75.1575","Vereda Montefrio","POINT (-75.1575 6.960556)"
"Desminado militar en operaciones","NORTE DE SANTANDER","54","TEORAMA","54,800","2,011","5","Incidente","Sin informacion","Rural","8.751667","-73.113333","Vereda La Gongora","POINT (-73.113333 8.751667)"
"Desminado militar en operaciones","ARAUCA","81","TAME","81,794","2,011","5","Incidente","Sin informacion","Rural","6.1975","-72.048611","Mundo Nuevo","POINT (-72.048611 6.1975)"
"Desminado militar en operaciones","CORDOBA","23","PUERTO LIBERTADOR","23,580","2,011","5","Incidente","Sin informacion","Rural","7.583889","-75.917778","El Barrial","POINT (-75.917778 7.583889)"
"Desminado militar en operaciones","HUILA","41","IQUIRA","41,357","2,011","5","Incidente","Sin informacion","Rural","2.710278","-75.756944","Vereda El Cipres","POINT (-75.756944 2.710278)"
"Desminado militar en operaciones","META","50","SAN JUAN DE ARAMA","50,683","2,011","5","Incidente","Sin informacion","Rural","3.187778","-74.035278","Vereda Cafetales","POINT (-74.035278 3.187778)"
"Desminado militar en operaciones","META","50","MESETAS","50,330","2,011","5","Incidente","Sin informacion","Rural","3.057222","-74.149722","Area General Vereda Guacamayas","POINT (-74.149722 3.057222)"
"Desminado militar en operaciones","CORDOBA","23","PUERTO LIBERTADOR","23,580","2,011","5","Incidente","Sin informacion","Rural","7.627778","-75.730278","Sur Occidente Carañado","POINT (-75.730278 7.627778)"
"Desminado militar en operaciones","ANTIOQUIA","5","GUADALUPE","5,315","2,011","5","Incidente","Sin informacion","Rural","6.815556","-75.236944","Guadalupe","POINT (-75.236944 6.815556)"
"Desminado militar en operaciones","CAQUETA","18","MONTAÑITA","18,410","2,011","4","Incidente","Sin informacion","Rural","1.071389","-75.175278","Vereda La Florida","POINT (-75.175278 1.071389)"
"Desminado militar en operaciones","VALLE DEL CAUCA","76","FLORIDA","76,275","2,011","4","Incidente","Sin informacion","Rural","3.329167","-76.122778","Vereda San Juanito","POINT (-76.122778 3.329167)"
"Sospecha de campo minado","BOLIVAR","13","EL CARMEN DE BOLÍVAR","13,244","2,009","12","Incidente","Sin informacion","Rural","9.796523","-75.323725","Finca Trueno","POINT (-75.323725 9.796523)"
"Sospecha de campo minado","BOLIVAR","13","EL CARMEN DE BOLÍVAR","13,244","2,009","12","Incidente","Sin informacion","Rural","9.57969","-75.03735","Vereda La Yegua","POINT (-75.03735 9.57969)"
"Desminado militar en operaciones","TOLIMA","73","PLANADAS","73,555","2,011","4","Incidente","Sin informacion","Rural","3.075","-75.6775","El Jordan","POINT (-75.6775 3.075)"
"Desminado militar en operaciones","ANTIOQUIA","5","DABEIBA","5,234","2,011","4","Incidente","Sin informacion","Rural","7.163889","-76.320278","Rio Tasidio","POINT (-76.320278 7.163889)"
"Desminado militar en operaciones","ANTIOQUIA","5","TARAZÁ","5,790","2,011","3","Incidente","Sin informacion","Rural","7.4525","-75.4325","Q. Cienaga","POINT (-75.4325 7.4525)"
"Desminado militar en operaciones","ARAUCA","81","TAME","81,794","2,011","2","Incidente","Sin informacion","Rural","6.470278","-71.889444","La Vereda Alto Cravo","POINT (-71.889444 6.470278)"
"Desminado militar en operaciones","ANTIOQUIA","5","ANORÍ","5,040","2,011","1","Incidente","Sin informacion","Rural","7.248611","-75.015278","El Hueco","POINT (-75.015278 7.248611)"
"Desminado militar en operaciones","ANTIOQUIA","5","SAN CARLOS","5,649","2,010","9","Incidente","Sin informacion","Rural","6.158889","-74.964444","Vereda Sardinatas","POINT (-74.964444 6.158889)"
"Sospecha de campo minado","ANTIOQUIA","5","ANORÍ","5,040","2,011","1","Incidente","Sin informacion","Rural","7.084167","-75.150556","La Vereda La Loma","POINT (-75.150556 7.084167)"
"Desminado militar en operaciones","HUILA","41","ALGECIRAS","41,020","2,011","1","Incidente","Sin informacion","Rural","2.467778","-75.324722","La Guara","POINT (-75.324722 2.467778)"
"Desminado militar en operaciones","SANTANDER","68","CIMITARRA","68,190","2,011","1","Incidente","Sin informacion","Rural","6.273611","-74.239722","San Fernando","POINT (-74.239722 6.273611)"
"Sospecha de campo minado","ANTIOQUIA","5","SAN CARLOS","5,649","2,008","12","Incidente","Caminos","Rural","6.200278","-74.788056","Vereda Garrucha","POINT (-74.788056 6.200278)"
"Accidente por MAP","SANTANDER","68","EL CARMEN","68,235","1,992","7","Accidente","Sin informacion","Rural","6.703536","-73.509679","Sitio Tambor Redondo","POINT (-73.509679 6.703536)"
"Accidente por MAP","CALDAS","17","SAMANÁ","17,662","2,005","7","Accidente","Sin informacion","Rural","5.411801","-74.989572","Vereda Rio Claro","POINT (-74.989572 5.411801)"
"Accidente por MAP","ANTIOQUIA","5","GRANADA","5,313","2,004","11","Accidente","Sin informacion","Rural","6.111667","-75.095833","Vereda La Línda","POINT (-75.095833 6.111667)"
"Accidente por MAP","NARIÑO","52","SAMANIEGO","52,678","2,010","2","Accidente","Sin informacion","Rural","1.55194444444","-77.76916666667","Vereda San Diego","POINT (-77.76916666666666 1.5519444444444446)"
"Accidente por MAP","CAUCA","19","CALOTO","19,142","2,010","5","Accidente","Sin informacion","Rural","3.09638888889","-76.30388888889","Vereda El Placer","POINT (-76.30388888888889 3.096388888888889)"
"Accidente por MAP","NORTE DE SANTANDER","54","HACARÍ","54,344","2,009","2","Accidente","Sin informacion","Rural","8.321825","-73.145699","Vereda Agua Blanca","POINT (-73.145699 8.321825)"
"Accidente por MAP","CAQUETA","18","MONTAÑITA","18,410","2,010","4","Accidente","Sin informacion","Rural","1.49494421255","-75.4630895064","Sin información","POINT (-75.4630895064 1.49494421255)"
"Accidente por MAP","ANTIOQUIA","5","ITUANGO","5,361","2,008","5","Accidente","Sin informacion","Rural","7.171637","-75.764403","Vereda La Francia","POINT (-75.764403 7.171637)"
"Accidente por MAP","ANTIOQUIA","5","TARAZÁ","5,790","2,010","9","Accidente","Sin informacion","Rural","7.582546","-75.400212","Sin información","POINT (-75.400212 7.582546)"
"Accidente por MAP","GUAVIARE","95","MIRAFLORES","95,200","2,010","10","Accidente","Sin informacion","Rural","1.40138888889","-71.92083333333","Sin información","POINT (-71.92083333333333 1.4013888888888888)"
"Accidente por MAP","CAQUETA","18","SAN VICENTE DEL CAGUÁN","18,753","2,011","1","Accidente","Sin informacion","Rural","2.62777777778","-74.86722222222","Sin información","POINT (-74.86722222222222 2.6277777777777778)"
"Accidente por MAP","CORDOBA","23","PUERTO LIBERTADOR","23,580","2,011","2","Accidente","Sin informacion","Rural","7.44583333333","-75.8075","Sin información","POINT (-75.8075 7.445833333333334)"
"Accidente por MAP","META","50","LA MACARENA","50,350","2,011","2","Accidente","Sin informacion","Rural","2.48638888889","-74.39527777778","Sin información","POINT (-74.39527777777778 2.486388888888889)"
"Accidente por MAP","VALLE DEL CAUCA","76","FLORIDA","76,275","2,011","2","Accidente","Sin informacion","Rural","3.25833333333","-76.14861111111","Sin información","POINT (-76.14861111111111 3.2583333333333333)"
"Accidente por MAP","CORDOBA","23","PUERTO LIBERTADOR","23,580","2,011","2","Accidente","Sin informacion","Rural","7.44416666667","-75.8175","Sin información","POINT (-75.8175 7.444166666666667)"
"Accidente por MAP","ARAUCA","81","TAME","81,794","2,009","3","Accidente","Sin informacion","Rural","6.17388888889","-71.98083333333","Vereda Lopeño","POINT (-71.98083333333334 6.1738888888888885)"
"Accidente por MAP","META","50","PUERTO RICO","50,590","2,009","5","Accidente","Sin informacion","Rural","2.926","-73.196","Vereda Mata De Bambu","POINT (-73.196 2.926)"
"Accidente por MAP","NORTE DE SANTANDER","54","HERRÁN","54,347","2,009","5","Accidente","Sin informacion","Rural","7.46944444444","-72.46527777778","Quebrada Agua Blanca","POINT (-72.46527777777777 7.469444444444444)"
"Accidente por MAP","NARIÑO","52","SAMANIEGO","52,678","2,009","6","Accidente","Sin informacion","Rural","1.337083","-77.59313","Buenavista","POINT (-77.59313 1.337083)"
"Accidente por MAP","ANTIOQUIA","5","DABEIBA","5,234","2,002","6","Accidente","Sin informacion","Rural","7.002761","-76.263894","Sin información","POINT (-76.263894 7.002761)"
"Accidente por MAP","ANTIOQUIA","5","PEQUE","5,543","2,009","8","Accidente","Sin informacion","Rural","7.15555555556","-75.88555555556","Los Cachorros","POINT (-75.88555555555556 7.155555555555556)"
"Accidente por MAP","CAUCA","19","TORIBÍO","19,821","2,009","8","Accidente","En cerca a edificio residencial","Rural","2.955399","-76.268615","Vereda Vichiqui","POINT (-76.268615 2.955399)"
"Accidente por MAP","ANTIOQUIA","5","ITUANGO","5,361","2,009","9","Accidente","Sendero","Rural","7.29888888889","-75.83666666667","El Alto","POINT (-75.83666666666667 7.2988888888888885)"
"Accidente por MAP","CAQUETA","18","PUERTO RICO","18,592","2,008","7","Accidente","Sin informacion","Rural","1.91224666667","-75.157075","Vereda Manzanares","POINT (-75.157075 1.9122466666666667)"
"Accidente por MAP","BOLIVAR","13","SIMITÍ","13,744","2,008","6","Accidente","Sin informacion","Rural","7.96101944444","-73.94713972222","Sector Las Brisas","POINT (-73.9471397222222 7.96101944444444)"
"Accidente por MAP","ARAUCA","81","ARAUQUITA","81,065","2,008","7","Accidente","Caminos","Rural","6.69055555556","-71.11833333333","Vereda Laureles","POINT (-71.11833333333334 6.690555555555555)"
"Accidente por MAP","CORDOBA","23","TIERRALTA","23,807","2,008","9","Accidente","Cerros","Rural","7.53861111111","-75.97944444444","Llanos Del Tigre","POINT (-75.97944444444444 7.538611111111111)"
"Accidente por MAP","ANTIOQUIA","5","FRONTINO","5,284","2,008","10","Accidente","Sin informacion","Rural","6.79965305556","-76.15632972222","Mico Ahumado","POINT (-76.15632972222222 6.799653055555556)"
"Accidente por MAP","SANTANDER","68","GALÁN","68,296","1,997","2","Accidente","Sin informacion","Rural","6.635169","-73.286803","Vereda Siberia","POINT (-73.286803 6.635169)"
"Accidente por MAP","CESAR","20","PELAYA","20,550","1,996","4","Accidente","Sin informacion","Urbana","8.82109472222","-73.55838638889","Puente Simaria","POINT (-73.55838638888889 8.821094722222222)"
"Accidente por MAP","CAUCA","19","PATÍA","19,532","2,008","10","Accidente","Sin informacion","Urbana","2.11933180763","-76.971302253","Sin información","POINT (-76.971302253 2.11933180763)"
"Accidente por MAP","CAUCA","19","CORINTO","19,212","2,008","12","Accidente","Sin informacion","Rural","3.17055555556","-76.13222222222","Vereda La Playa","POINT (-76.13222222222223 3.1705555555555556)"
"Accidente por MAP","ARAUCA","81","ARAUQUITA","81,065","2,009","2","Accidente","Sin informacion","Rural","6.63222222222","-71.18527777778","Vereda Galaxia","POINT (-71.18527777777778 6.6322222222222225)"
